"","date","timedate","mono","TECH","grouptoday","natal","resident.group","mom","obs","tech.parse","switch","rav","fav","name","male","yob","dob","male2","TECH_i","mono_i","grouptoday_i","nonnatal","postmig","post_rf_fizz","post_mk_fizz","post_fl_fizz","post_fizz"
"24503",2006-03-10,(06-03-10 09:15:29),"DR","S","ff","ff","ff","DN","NDN","S",0,"","","Dreidel",0,2003,"6/21/03",1,5,55,4,0,0,1,0,0,1
"9230",2006-03-10,(06-03-10 09:16:00),"CA","W","aa","aa","rr","CE","LHB","S,W",1,"","","Cassie",1,2000,"8/15/00",2,6,27,1,0,0,0,0,1,1
"88412",2006-03-10,(06-03-10 09:16:00),"TO","LS","aa","rr","d","MA","LHB","LS",0,"VU","","Tranquilo",1,1992,"5/15/92",2,2,202,1,1,1,0,0,0,0
"24502",2006-03-10,(06-03-10 09:16:20),"DR","LS","ff","ff","ff","DN","NDN","S,LS",0,"","","Dreidel",0,2003,"6/21/03",1,2,55,4,0,0,1,0,0,1
"24505",2006-03-10,(06-03-10 09:17:08),"DR","LS","ff","ff","ff","DN","NDN","S,LS",0,"","","Dreidel",0,2003,"6/21/03",1,2,55,4,0,0,1,0,0,1
"9235",2006-03-10,(06-03-10 09:19:00),"CA","W","aa","aa","rr","CE","LHB","S,OP,H,W",0,"","","Cassie",1,2000,"8/15/00",2,6,27,1,0,0,0,0,1,1
"9234",2006-03-10,(06-03-10 09:20:00),"CA","S","aa","aa","rr","CE","LHB","S",1,"","","Cassie",1,2000,"8/15/00",2,5,27,1,0,0,0,0,1,1
"9232",2006-03-10,(06-03-10 09:21:00),"CA","H","aa","aa","rr","CE","LHB","S,LS,OP,H",0,"","MM","Cassie",1,2000,"8/15/00",2,1,27,1,0,0,0,0,1,1
"9231",2006-03-10,(06-03-10 09:22:00),"CA","W","aa","aa","rr","CE","LHB","S,W",1,"","","Cassie",1,2000,"8/15/00",2,6,27,1,0,0,0,0,1,1
"56203",2006-03-10,(06-03-10 09:24:00),"MM","S","aa","aa","d","AA","LHB","S",0,"","","Mani",0,1990,"6/27/90",1,5,130,1,0,0,0,0,1,1
"98727",2006-03-10,(06-03-10 09:25:00),"YA","H","aa","aa","rr","OP","LHB","S,H",1,"","CE","Yasuni",1,2001,"2/17/01",2,1,225,1,0,0,0,0,1,1
"93915",2006-03-10,(06-03-10 09:26:00),"VU","S","aa","aa","aa","VV","LHB","S",0,"","MM,FY,KM","Vishnu",0,2001,"5/4/01",1,5,216,1,0,0,0,0,1,1
"98726",2006-03-10,(06-03-10 09:26:00),"YA","H","aa","aa","rr","OP","LHB","LS,S,H",0,"","","Yasuni",1,2001,"2/17/01",2,1,225,1,0,0,0,0,1,1
"32700",2006-03-10,(06-03-10 09:28:00),"FY","W","aa","aa","aa","MM","LHB","S,W",0,"","MM","Fishy",0,1999,"5/10/99",1,6,73,1,0,0,0,0,1,1
"32702",2006-03-10,(06-03-10 09:29:00),"FY","H","aa","aa","aa","MM","LHB","S,H",0,"","","Fishy",0,1999,"5/10/99",1,1,73,1,0,0,0,0,1,1
"9233",2006-03-10,(06-03-10 09:30:00),"CA","LS","aa","aa","rr","CE","LHB","LS",0,"","","Cassie",1,2000,"8/15/00",2,2,27,1,0,0,0,0,1,1
"56201",2006-03-10,(06-03-10 09:30:00),"MM","W","aa","aa","d","AA","LHB","S,W",0,"","","Mani",0,1990,"6/27/90",1,6,130,1,0,0,0,0,1,1
"93911",2006-03-10,(06-03-10 09:30:00),"VU","S","aa","aa","aa","VV","LHB","S",0,"","CA","Vishnu",0,2001,"5/4/01",1,5,216,1,0,0,0,0,1,1
"93912",2006-03-10,(06-03-10 09:31:00),"VU","S","aa","aa","aa","VV","LHB","S",0,"","XX","Vishnu",0,2001,"5/4/01",1,5,216,1,0,0,0,0,1,1
"32697",2006-03-10,(06-03-10 09:32:00),"FY","W","aa","aa","aa","MM","LHB","W",0,"","","Fishy",0,1999,"5/10/99",1,6,73,1,0,0,0,0,1,1
"93909",2006-03-10,(06-03-10 09:33:00),"VU","S","aa","aa","aa","VV","LHB","S",0,"","FY,KM","Vishnu",0,2001,"5/4/01",1,5,216,1,0,0,0,0,1,1
"93910",2006-03-10,(06-03-10 09:33:00),"VU","S","aa","aa","aa","VV","LHB","S",0,"","FY,KM","Vishnu",0,2001,"5/4/01",1,5,216,1,0,0,0,0,1,1
"32696",2006-03-10,(06-03-10 09:34:00),"FY","LS","aa","aa","aa","MM","LHB","LS",0,"VU","","Fishy",0,1999,"5/10/99",1,2,73,1,0,0,0,0,1,1
"19900",2006-03-10,(06-03-10 09:35:00),"DD","S","aa","aa","aa","AA","LHB","S",0,"VU","","Diablita",0,1987,"5/15/87",1,5,46,1,0,0,0,0,1,1
"93913",2006-03-10,(06-03-10 09:36:00),"VU","W","aa","aa","aa","VV","LHB","LS,W",0,"VU","","Vishnu",0,2001,"5/4/01",1,6,216,1,0,0,0,0,1,1
"93914",2006-03-10,(06-03-10 09:36:37),"VU","S","aa","aa","aa","VV","ANN","S",0,"","","Vishnu",0,2001,"5/4/01",1,5,216,1,0,0,0,0,1,1
"13801",2006-03-10,(06-03-10 09:38:00),"CK","S","aa","aa","d","VV","LHB","S",1,"","","Cookie",0,1999,"5/26/99",1,5,35,1,0,0,0,0,1,1
"13802",2006-03-10,(06-03-10 09:39:00),"CK","S","aa","aa","d","VV","LHB","S",1,"","MM","Cookie",0,1999,"5/26/99",1,5,35,1,0,0,0,0,1,1
"26331",2006-03-10,(06-03-10 09:43:00),"DU","LS","aa","rr","aa","CC","LHB","LS,P",0,"","","Duende",1,1996,"9/1/96",2,2,58,1,1,1,0,0,0,0
"65392",2006-03-10,(06-03-10 09:56:47),"OW","LS","aa","aa","u","OP","ANN","LS,T",0,"","","Outlaw",1,2004,"5/20/04",2,2,152,1,0,0,0,0,0,0
"32701",2006-03-10,(06-03-10 09:57:00),"FY","W","aa","aa","aa","MM","LHB","LS,S,W",0,"","","Fishy",0,1999,"5/10/99",1,6,73,1,0,0,0,0,1,1
"65393",2006-03-10,(06-03-10 09:57:00),"OW","LS","aa","aa","u","OP","ANN","LS",0,"","","Outlaw",1,2004,"5/20/04",2,2,152,1,0,0,0,0,0,0
"59682",2006-03-10,(06-03-10 10:05:45),"MW","S","ff","ff","rf","MF","NDN","S",0,"","","Mowgli",0,2003,"2/8/03",1,5,138,4,0,0,1,0,0,1
"79507",2006-03-10,(06-03-10 10:06:42),"SD","S","ff","ff","d","","NDN","S",0,"","","Sedonia",0,1984,"5/15/84",1,5,181,4,0,0,1,0,0,1
"59683",2006-03-10,(06-03-10 10:08:39),"MW","LS","ff","ff","rf","MF","NDN","S,LS",0,"","","Mowgli",0,2003,"2/8/03",1,2,138,4,0,0,1,0,0,1
"59685",2006-03-10,(06-03-10 10:09:32),"MW","H","ff","ff","rf","MF","NDN","S,H",0,"","SD","Mowgli",0,2003,"2/8/03",1,1,138,4,0,0,1,0,0,1
"79505",2006-03-10,(06-03-10 10:10:45),"SD","H","ff","ff","d","","NDN","S,H",0,"","","Sedonia",0,1984,"5/15/84",1,1,181,4,0,0,1,0,0,1
"45505",2006-03-10,(06-03-10 10:12:23),"KT","LS","ff","ff","rf","CB","NDN","LS",0,"CB","CB","Carrot",0,2004,"2/2/04",1,2,108,4,0,0,1,0,0,1
"9950",2006-03-10,(06-03-10 10:12:43),"CB","LS","ff","ff","rf","RF","NDN","LS",0,"KT","KT","Calabaza",0,1994,"5/15/94",1,2,28,4,0,0,1,0,0,1
"45499",2006-03-10,(06-03-10 10:13:32),"KT","LS","ff","ff","rf","CB","NDN","P,S,LS,G",0,"","","Carrot",0,2004,"2/2/04",1,2,108,4,0,0,1,0,0,1
"9951",2006-03-10,(06-03-10 10:14:41),"CB","LS","ff","ff","rf","RF","NDN","LS",0,"KT","","Calabaza",0,1994,"5/15/94",1,2,28,4,0,0,1,0,0,1
"9949",2006-03-10,(06-03-10 10:14:47),"CB","LS","ff","ff","rf","RF","NDN","S,LS",0,"","","Calabaza",0,1994,"5/15/94",1,2,28,4,0,0,1,0,0,1
"45497",2006-03-10,(06-03-10 10:15:45),"KT","H","ff","ff","rf","CB","NDN","P,H,LS",0,"","","Carrot",0,2004,"2/2/04",1,1,108,4,0,0,1,0,0,1
"79506",2006-03-10,(06-03-10 10:15:58),"SD","LS","ff","ff","d","","NDN","LS",0,"","","Sedonia",0,1984,"5/15/84",1,2,181,4,0,0,1,0,0,1
"9952",2006-03-10,(06-03-10 10:16:03),"CB","LS","ff","ff","rf","RF","NDN","LS",0,"","","Calabaza",0,1994,"5/15/94",1,2,28,4,0,0,1,0,0,1
"45507",2006-03-10,(06-03-10 10:16:48),"KT","LS","ff","ff","rf","CB","NDN","LS",0,"","","Carrot",0,2004,"2/2/04",1,2,108,4,0,0,1,0,0,1
"45495",2006-03-10,(06-03-10 10:17:43),"KT","LS","ff","ff","rf","CB","NDN","P,LS",0,"","","Carrot",0,2004,"2/2/04",1,2,108,4,0,0,1,0,0,1
"45496",2006-03-10,(06-03-10 10:18:15),"KT","LS","ff","ff","rf","CB","NDN","P,LS",0,"","","Carrot",0,2004,"2/2/04",1,2,108,4,0,0,1,0,0,1
"59686",2006-03-10,(06-03-10 10:21:55),"MW","H","ff","ff","rf","MF","NDN","S,H",0,"","","Mowgli",0,2003,"2/8/03",1,1,138,4,0,0,1,0,0,1
"59684",2006-03-10,(06-03-10 10:22:39),"MW","W","ff","ff","rf","MF","NDN","S,W",0,"","","Mowgli",0,2003,"2/8/03",1,6,138,4,0,0,1,0,0,1
"59681",2006-03-10,(06-03-10 10:24:15),"MW","H","ff","ff","rf","MF","NDN","S,OP,H",0,"","","Mowgli",0,2003,"2/8/03",1,1,138,4,0,0,1,0,0,1
"88406",2006-03-10,(06-03-10 11:32:42),"TO","LS","aa","rr","d","MA","ANN","S,LS",0,"","","Tranquilo",1,1992,"5/15/92",2,2,202,1,1,1,0,0,0,0
"88403",2006-03-10,(06-03-10 11:33:03),"TO","LS","aa","rr","d","MA","ANN","LS",0,"","","Tranquilo",1,1992,"5/15/92",2,2,202,1,1,1,0,0,0,0
"94783",2006-03-10,(06-03-10 11:34:06),"VV","LS","aa","aa","aa","AA","ANN","S,LS",0,"MR","","Vandal",0,1989,"5/15/89",1,2,217,1,0,0,0,0,1,1
"88400",2006-03-10,(06-03-10 11:34:23),"TO","S","aa","rr","d","MA","ANN","S",0,"","","Tranquilo",1,1992,"5/15/92",2,5,202,1,1,1,0,0,0,0
"88401",2006-03-10,(06-03-10 11:34:42),"TO","LS","aa","rr","d","MA","ANN","LS",0,"MR","","Tranquilo",1,1992,"5/15/92",2,2,202,1,1,1,0,0,0,0
"88402",2006-03-10,(06-03-10 11:35:13),"TO","LS","aa","rr","d","MA","ANN","S,LS",0,"","","Tranquilo",1,1992,"5/15/92",2,2,202,1,1,1,0,0,0,0
"88398",2006-03-10,(06-03-10 11:35:59),"TO","LS","aa","rr","d","MA","ANN","S,LS",0,"","","Tranquilo",1,1992,"5/15/92",2,2,202,1,1,1,0,0,0,0
"88409",2006-03-10,(06-03-10 11:36:44),"TO","LS","aa","rr","d","MA","ANN","LS",0,"","","Tranquilo",1,1992,"5/15/92",2,2,202,1,1,1,0,0,0,0
"94798",2006-03-10,(06-03-10 11:36:45),"VV","LS","aa","aa","aa","AA","ANN","S,LS",0,"","","Vandal",0,1989,"5/15/89",1,2,217,1,0,0,0,0,1,1
"26332",2006-03-10,(06-03-10 11:38:05),"DU","OP","aa","rr","aa","CC","ANN","S,OP",0,"","","Duende",1,1996,"9/1/96",2,3,58,1,1,1,0,0,0,0
"88410",2006-03-10,(06-03-10 11:38:17),"TO","LS","aa","rr","d","MA","ANN","LS",0,"","","Tranquilo",1,1992,"5/15/92",2,2,202,1,1,1,0,0,0,0
"88414",2006-03-10,(06-03-10 11:39:26),"TO","S","aa","rr","d","MA","ANN","S",0,"","","Tranquilo",1,1992,"5/15/92",2,5,202,1,1,1,0,0,0,0
"88397",2006-03-10,(06-03-10 11:39:55),"TO","LS","aa","rr","d","MA","ANN","LS",0,"","","Tranquilo",1,1992,"5/15/92",2,2,202,1,1,1,0,0,0,0
"94802",2006-03-10,(06-03-10 11:40:09),"VV","LS","aa","aa","aa","AA","ANN","S,LS",0,"","","Vandal",0,1989,"5/15/89",1,2,217,1,0,0,0,0,1,1
"88411",2006-03-10,(06-03-10 11:40:33),"TO","LS","aa","rr","d","MA","ANN","S,LS",0,"","","Tranquilo",1,1992,"5/15/92",2,2,202,1,1,1,0,0,0,0
"26333",2006-03-10,(06-03-10 11:41:11),"DU","OP","aa","rr","aa","CC","ANN","OP",0,"","","Duende",1,1996,"9/1/96",2,3,58,1,1,1,0,0,0,0
"29944",2006-03-10,(06-03-10 11:41:39),"EO","S","aa","rr","aa","MA","ANN","S",0,"","","Elmo",1,1996,"5/15/96",2,5,65,1,1,1,0,0,0,0
"19899",2006-03-10,(06-03-10 11:44:34),"DD","S","aa","aa","aa","AA","ANN","S",0,"","","Diablita",0,1987,"5/15/87",1,5,46,1,0,0,0,0,1,1
"94803",2006-03-10,(06-03-10 11:45:23),"VV","OP","aa","aa","aa","AA","ANN","S,OP",0,"","","Vandal",0,1989,"5/15/89",1,3,217,1,0,0,0,0,1,1
"11469",2006-03-10,(06-03-10 11:46:06),"CE","OP","aa","aa","aa","DD","ANN","S,OP",0,"","","Celeste",0,1993,"7/3/93",1,3,31,1,0,0,0,0,1,1
"94801",2006-03-10,(06-03-10 11:55:28),"VV","H","aa","aa","aa","AA","AF","LS,S,OP,H",0,"","","Vandal",0,1989,"5/15/89",1,1,217,1,0,0,0,0,1,1
"94791",2006-03-10,(06-03-10 11:56:58),"VV","LS","aa","aa","aa","AA","AF","LS,S",0,"","","Vandal",0,1989,"5/15/89",1,2,217,1,0,0,0,0,1,1
"94784",2006-03-10,(06-03-10 11:58:01),"VV","S","aa","aa","aa","AA","AF","S",0,"","","Vandal",0,1989,"5/15/89",1,5,217,1,0,0,0,0,1,1
"32705",2006-03-10,(06-03-10 12:08:40),"FY","W","aa","aa","aa","MM","AF","S,W",0,"","","Fishy",0,1999,"5/10/99",1,6,73,1,0,0,0,0,1,1
"32704",2006-03-10,(06-03-10 12:09:09),"FY","W","aa","aa","aa","MM","AF","H",0,"","","Fishy",0,1999,"5/10/99",1,6,73,1,0,0,0,0,1,1
"32703",2006-03-10,(06-03-10 12:10:22),"FY","W","aa","aa","aa","MM","AF","H",0,"VU","","Fishy",0,1999,"5/10/99",1,6,73,1,0,0,0,0,1,1
"32699",2006-03-10,(06-03-10 12:11:28),"FY","W","aa","aa","aa","MM","AF","H",0,"","","Fishy",0,1999,"5/10/99",1,6,73,1,0,0,0,0,1,1
"274",2006-03-10,(06-03-10 12:58:38),"AH","S","ff","ff","d","AM","NDN","S",0,"","","Ash",1,2004,"5/16/04",2,5,2,4,0,0,1,0,0,1
"86910",2006-03-10,(06-03-10 12:59:01),"TH","LS","ff","ff","ff","TA","NDN","LS",0,"","","Thor",0,2003,"7/12/03",1,2,197,4,0,0,1,0,0,1
"50229",2006-03-10,(06-03-10 12:59:32),"LX","H","ff","ff","rf","DN","NDN","S,H",0,"","","Lorax",1,1999,"5/15/99",2,1,119,4,0,0,1,0,0,1
"86913",2006-03-10,(06-03-10 13:00:00),"TH","LS","ff","ff","ff","TA","NDN","S,LS",0,"","","Thor",0,2003,"7/12/03",1,2,197,4,0,0,1,0,0,1
"24501",2006-03-10,(06-03-10 13:00:48),"DR","S","ff","ff","ff","DN","NDN","S",0,"","","Dreidel",0,2003,"6/21/03",1,5,55,4,0,0,1,0,0,1
"50228",2006-03-10,(06-03-10 13:01:14),"LX","S","ff","ff","rf","DN","NDN","S",0,"DR","","Lorax",1,1999,"5/15/99",2,5,119,4,0,0,1,0,0,1
"77534",2006-03-10,(06-03-10 13:17:26),"RX","OP","ff","ff","d","","NDN","OP",0,"","","Rumor",0,1974,"5/15/74",1,3,177,4,0,0,1,0,0,1
"77535",2006-03-10,(06-03-10 13:18:01),"RX","OP","ff","ff","d","","NDN","OP",0,"","","Rumor",0,1974,"5/15/74",1,3,177,4,0,0,1,0,0,1
"26338",2006-03-10,(06-03-10 13:37:25),"DU","LS","aa","rr","aa","CC","AF","LS,S",0,"","","Duende",1,1996,"9/1/96",2,2,58,1,1,1,0,0,0,0
"94797",2006-03-10,(06-03-10 13:38:17),"VV","LS","aa","aa","aa","AA","AF","S,LS",0,"MZ","","Vandal",0,1989,"5/15/89",1,2,217,1,0,0,0,0,1,1
"26334",2006-03-10,(06-03-10 13:39:49),"DU","LS","aa","rr","aa","CC","AF","S,LS",0,"","","Duende",1,1996,"9/1/96",2,2,58,1,1,1,0,0,0,0
"94799",2006-03-10,(06-03-10 13:40:10),"VV","LS","aa","aa","aa","AA","AF","S,LS",0,"","","Vandal",0,1989,"5/15/89",1,2,217,1,0,0,0,0,1,1
"88413",2006-03-10,(06-03-10 13:40:33),"TO","S","aa","rr","d","MA","AF","S",0,"","","Tranquilo",1,1992,"5/15/92",2,5,202,1,1,1,0,0,0,0
"26336",2006-03-10,(06-03-10 13:41:30),"DU","LS","aa","rr","aa","CC","AF","S,LS",0,"","","Duende",1,1996,"9/1/96",2,2,58,1,1,1,0,0,0,0
"26335",2006-03-10,(06-03-10 13:42:48),"DU","S","aa","rr","aa","CC","AF","S",0,"","","Duende",1,1996,"9/1/96",2,5,58,1,1,1,0,0,0,0
"26337",2006-03-10,(06-03-10 13:44:02),"DU","S","aa","rr","aa","CC","AF","S",0,"MZ","","Duende",1,1996,"9/1/96",2,5,58,1,1,1,0,0,0,0
"60534",2006-03-10,(06-03-10 13:44:25),"MZ","LS","aa","aa","aa","MM","AF","LS",0,"","","Manzanilla",1,2005,"4/10/05",2,2,140,1,0,0,0,0,0,0
"94785",2006-03-10,(06-03-10 13:46:26),"VV","S","aa","aa","aa","AA","AF","S",0,"MZ","","Vandal",0,1989,"5/15/89",1,5,217,1,0,0,0,0,1,1
"45122",2006-03-10,(06-03-10 13:47:24),"KN","S","ff","ff","d","CM","HG","L",0,"","","Canela",0,2004,"7/20/04",1,5,107,4,0,0,1,0,0,1
"24504",2006-03-10,(06-03-10 13:47:32),"DR","S","ff","ff","ff","DN","HG","S",1,"","","Dreidel",0,2003,"6/21/03",1,5,55,4,0,0,1,0,0,1
"94800",2006-03-10,(06-03-10 13:48:15),"VV","LS","aa","aa","aa","AA","AF","S,LS",0,"","","Vandal",0,1989,"5/15/89",1,2,217,1,0,0,0,0,1,1
"88399",2006-03-10,(06-03-10 13:49:35),"TO","LS","aa","rr","d","MA","AF","S,LS",0,"","","Tranquilo",1,1992,"5/15/92",2,2,202,1,1,1,0,0,0,0
"60536",2006-03-10,(06-03-10 13:50:37),"MZ","S","aa","aa","aa","MM","AF","G,S",0,"","","Manzanilla",1,2005,"4/10/05",2,5,140,1,0,0,0,0,0,0
"94788",2006-03-10,(06-03-10 13:52:40),"VV","H","aa","aa","aa","AA","AF","S,LS,H",0,"","","Vandal",0,1989,"5/15/89",1,1,217,1,0,0,0,0,1,1
"26330",2006-03-10,(06-03-10 13:53:59),"DU","S","aa","rr","aa","CC","AF","S",1,"","TO","Duende",1,1996,"9/1/96",2,5,58,1,1,1,0,0,0,0
"88404",2006-03-10,(06-03-10 13:53:59),"TO","S","aa","rr","d","MA","AF","S",0,"","","Tranquilo",1,1992,"5/15/92",2,5,202,1,1,1,0,0,0,0
"88407",2006-03-10,(06-03-10 13:54:58),"TO","LS","aa","rr","d","MA","AF","LS",0,"","","Tranquilo",1,1992,"5/15/92",2,2,202,1,1,1,0,0,0,0
"273",2006-03-10,(06-03-10 14:13:00),"AH","S","ff","ff","d","AM","HG","S,T",1,"","","Ash",1,2004,"5/16/04",2,5,2,4,0,0,1,0,0,1
"18945",2006-03-10,(06-03-10 14:54:32),"DA","S","aa","aa","aa","DD","AF","S",0,"","","Dali",0,2001,"7/20/01",1,5,45,1,0,0,0,0,1,1
"18948",2006-03-10,(06-03-10 14:55:23),"DA","S","aa","aa","aa","DD","AF","S",0,"","VV","Dali",0,2001,"7/20/01",1,5,45,1,0,0,0,0,1,1
"94781",2006-03-10,(06-03-10 14:55:35),"VV","S","aa","aa","aa","AA","AF","S",0,"DA","","Vandal",0,1989,"5/15/89",1,5,217,1,0,0,0,0,1,1
"94795",2006-03-10,(06-03-10 14:56:07),"VV","LS","aa","aa","aa","AA","AF","S,LS",0,"","","Vandal",0,1989,"5/15/89",1,2,217,1,0,0,0,0,1,1
"18947",2006-03-10,(06-03-10 14:56:47),"DA","S","aa","aa","aa","DD","AF","S",0,"","VV","Dali",0,2001,"7/20/01",1,5,45,1,0,0,0,0,1,1
"18950",2006-03-10,(06-03-10 14:57:39),"DA","S","aa","aa","aa","DD","AF","S",0,"","","Dali",0,2001,"7/20/01",1,5,45,1,0,0,0,0,1,1
"18956",2006-03-10,(06-03-10 14:58:57),"DA","S","aa","aa","aa","DD","AF","S",0,"","","Dali",0,2001,"7/20/01",1,5,45,1,0,0,0,0,1,1
"94792",2006-03-10,(06-03-10 14:59:06),"VV","S","aa","aa","aa","AA","AF","S",0,"","","Vandal",0,1989,"5/15/89",1,5,217,1,0,0,0,0,1,1
"18954",2006-03-10,(06-03-10 14:59:39),"DA","LS","aa","aa","aa","DD","AF","S,LS",0,"","","Dali",0,2001,"7/20/01",1,2,45,1,0,0,0,0,1,1
"94787",2006-03-10,(06-03-10 14:59:50),"VV","LS","aa","aa","aa","AA","AF","S,LS",0,"","","Vandal",0,1989,"5/15/89",1,2,217,1,0,0,0,0,1,1
"18944",2006-03-10,(06-03-10 15:01:16),"DA","S","aa","aa","aa","DD","AF","S",0,"","","Dali",0,2001,"7/20/01",1,5,45,1,0,0,0,0,1,1
"18951",2006-03-10,(06-03-10 15:03:34),"DA","S","aa","aa","aa","DD","AF","S",0,"","","Dali",0,2001,"7/20/01",1,5,45,1,0,0,0,0,1,1
"94779",2006-03-10,(06-03-10 16:14:12),"VV","LS","aa","aa","aa","AA","ANN","S,LS",0,"","","Vandal",0,1989,"5/15/89",1,2,217,1,0,0,0,0,1,1
"29946",2006-03-10,(06-03-10 16:14:21),"EO","S","aa","rr","aa","MA","ANN","S",0,"","","Elmo",1,1996,"5/15/96",2,5,65,1,1,1,0,0,0,0
"32698",2006-03-10,(06-03-10 16:17:53),"FY","LS","aa","aa","aa","MM","ANN","LS",0,"","","Fishy",0,1999,"5/10/99",1,2,73,1,0,0,0,0,1,1
"33423",2006-03-10,(06-03-10 16:36:11),"FZ","S","ff","u","d","","NDN","S",0,"","","Fonz",1,1979,"5/15/79",2,5,74,4,1,1,0,0,0,0
"23807",2006-03-10,(06-03-10 16:40:52),"DN","OP","ff","ff","ff","TA","HG","OP",0,"","","Dauphin",0,1987,"5/15/87",1,3,54,4,0,0,1,0,0,1
"23811",2006-03-10,(06-03-10 16:40:52),"DN","OP","ff","ff","ff","TA","NDN","OP",0,"","","Dauphin",0,1987,"5/15/87",1,3,54,4,0,0,1,0,0,1
"77537",2006-03-10,(06-03-10 16:41:03),"RX","RO","ff","ff","d","","NDN","S,RO",0,"","","Rumor",0,1974,"5/15/74",1,4,177,4,0,0,1,0,0,1
"23808",2006-03-10,(06-03-10 16:41:10),"DN","OP","ff","ff","ff","TA","HG","OP",0,"","","Dauphin",0,1987,"5/15/87",1,3,54,4,0,0,1,0,0,1
"23813",2006-03-10,(06-03-10 16:41:30),"DN","OP","ff","ff","ff","TA","HG","OP",0,"","","Dauphin",0,1987,"5/15/87",1,3,54,4,0,0,1,0,0,1
"23806",2006-03-10,(06-03-10 16:42:08),"DN","OP","ff","ff","ff","TA","HG","OP",0,"","","Dauphin",0,1987,"5/15/87",1,3,54,4,0,0,1,0,0,1
"23812",2006-03-10,(06-03-10 16:42:40),"DN","OP","ff","ff","ff","TA","HG","S,OP",0,"","","Dauphin",0,1987,"5/15/87",1,3,54,4,0,0,1,0,0,1
"33428",2006-03-10,(06-03-10 16:46:23),"FZ","S","ff","u","d","","NDN","S",0,"","","Fonz",1,1979,"5/15/79",2,5,74,4,1,1,0,0,0,0
"77533",2006-03-10,(06-03-10 16:47:23),"RX","OP","ff","ff","d","","NDN","OP",0,"","","Rumor",0,1974,"5/15/74",1,3,177,4,0,0,1,0,0,1
"33426",2006-03-10,(06-03-10 16:47:55),"FZ","S","ff","u","d","","NDN","S",0,"","","Fonz",1,1979,"5/15/79",2,5,74,4,1,1,0,0,0,0
"77536",2006-03-10,(06-03-10 16:48:19),"RX","OP","ff","ff","d","","NDN","S,OP",0,"","","Rumor",0,1974,"5/15/74",1,3,177,4,0,0,1,0,0,1
"86912",2006-03-10,(06-03-10 16:48:29),"TH","S","ff","ff","ff","TA","HG","L",0,"","","Thor",0,2003,"7/12/03",1,5,197,4,0,0,1,0,0,1
"33424",2006-03-10,(06-03-10 16:49:18),"FZ","S","ff","u","d","","NDN","S",0,"","","Fonz",1,1979,"5/15/79",2,5,74,4,1,1,0,0,0,0
"86911",2006-03-10,(06-03-10 16:49:42),"TH","W","ff","ff","ff","TA","HG","W",0,"","","Thor",0,2003,"7/12/03",1,6,197,4,0,0,1,0,0,1
"66847",2006-03-10,(06-03-10 16:51:22),"PF","H","ff","ff","ff","SD","NDN","S,H,S",0,"","","Pitufo",1,1999,"5/15/99",2,1,155,4,0,0,1,0,0,1
"33425",2006-03-10,(06-03-10 16:52:39),"FZ","S","ff","u","d","","NDN","S",0,"","","Fonz",1,1979,"5/15/79",2,5,74,4,1,1,0,0,0,0
"23810",2006-03-10,(06-03-10 17:04:31),"DN","S","ff","ff","ff","TA","NDN","S",0,"","","Dauphin",0,1987,"5/15/87",1,5,54,4,0,0,1,0,0,1
"18952",2006-03-10,(06-03-10 17:19:00),"DA","S","aa","aa","aa","DD","ANN","S",0,"","","Dali",0,2001,"7/20/01",1,5,45,1,0,0,0,0,1,1
"18946",2006-03-10,(06-03-10 17:22:29),"DA","S","aa","aa","aa","DD","ANN","S",0,"","","Dali",0,2001,"7/20/01",1,5,45,1,0,0,0,0,1,1
"18955",2006-03-10,(06-03-10 17:22:35),"DA","S","aa","aa","aa","DD","ANN","S",0,"","","Dali",0,2001,"7/20/01",1,5,45,1,0,0,0,0,1,1
"18949",2006-03-10,(06-03-10 17:23:15),"DA","S","aa","aa","aa","DD","ANN","S",0,"","","Dali",0,2001,"7/20/01",1,5,45,1,0,0,0,0,1,1
"18943",2006-03-10,(06-03-10 17:24:28),"DA","S","aa","aa","aa","DD","ANN","S",0,"","","Dali",0,2001,"7/20/01",1,5,45,1,0,0,0,0,1,1
"18953",2006-03-10,(06-03-10 17:25:00),"DA","S","aa","aa","aa","DD","ANN","S",0,"","","Dali",0,2001,"7/20/01",1,5,45,1,0,0,0,0,1,1
"24509",2006-03-11,(06-03-11 06:23:45),"DR","LS","ff","ff","ff","DN","HG","LS",0,"","","Dreidel",0,2003,"6/21/03",1,2,55,4,0,0,1,0,0,1
"24508",2006-03-11,(06-03-11 06:24:50),"DR","S","ff","ff","ff","DN","HG","S",0,"","","Dreidel",0,2003,"6/21/03",1,5,55,4,0,0,1,0,0,1
"34991",2006-03-11,(06-03-11 06:26:09),"GF","S","ff","ff","u","DN","HG","S",0,"","","Gandalf",1,1995,"5/15/95",2,5,78,4,0,0,1,0,0,1
"34992",2006-03-11,(06-03-11 06:26:45),"GF","S","ff","ff","u","DN","HG","S",0,"","","Gandalf",1,1995,"5/15/95",2,5,78,4,0,0,1,0,0,1
"77960",2006-03-11,(06-03-11 06:55:39),"RY","H","rr","rr","d","","AF","LS,H",0,"","","Ripley",0,1976,"5/15/76",1,1,178,10,0,0,0,1,0,1
"77961",2006-03-11,(06-03-11 06:57:46),"RY","S","rr","rr","d","","AF","S",0,"","","Ripley",0,1976,"5/15/76",1,5,178,10,0,0,0,1,0,1
